x,y
['x' => 265.509,'y' => 602.382 ]
['x' => 265.525,'y' => 602.324 ]
['x' => 265.619,'y' => 602.243 ]
['x' => 265.744,'y' => 602.169 ]
['x' => 265.889,'y' => 602.140 ]
['x' => 266.105,'y' => 602.111 ]
['x' => 266.224,'y' => 602.098 ]
['x' => 266.388,'y' => 602.134 ]
['x' => 266.452,'y' => 602.169 ]
['x' => 266.584,'y' => 602.253 ]
['x' => 266.700,'y' => 602.333 ]
['x' => 266.723,'y' => 602.366 ]
['x' => 266.771,'y' => 602.427 ]
['x' => 266.826,'y' => 602.675 ]
['x' => 266.848,'y' => 602.745 ]
['x' => 266.877,'y' => 602.868 ]
['x' => 266.874,'y' => 602.929 ]
['x' => 266.929,'y' => 603.170 ]
['x' => 267.025,'y' => 603.434 ]
['x' => 267.302,'y' => 603.978 ]
['x' => 267.328,'y' => 604.027 ]
['x' => 267.386,'y' => 604.030 ]
['x' => 267.495,'y' => 603.914 ]
['x' => 267.611,'y' => 603.782 ]
['x' => 267.714,'y' => 603.576 ]
['x' => 267.734,'y' => 603.486 ]
['x' => 267.714,'y' => 603.351 ]
['x' => 267.708,'y' => 603.312 ]
['x' => 267.698,'y' => 603.219 ]
['x' => 267.698,'y' => 603.164 ]
['x' => 267.711,'y' => 603.109 ]
['x' => 267.746,'y' => 603.074 ]
['x' => 267.788,'y' => 603.058 ]
['x' => 267.869,'y' => 603.051 ]
['x' => 268.036,'y' => 603.064 ]
['x' => 268.149,'y' => 603.103 ]
['x' => 268.232,'y' => 603.128 ]
['x' => 268.329,'y' => 603.112 ]
['x' => 268.371,'y' => 603.119 ]
['x' => 268.680,'y' => 603.209 ]
['x' => 268.783,'y' => 603.270 ]
['x' => 268.822,'y' => 603.315 ]
['x' => 268.960,'y' => 603.402 ]
['x' => 268.995,'y' => 603.489 ]
['x' => 269.137,'y' => 603.701 ]
['x' => 269.185,'y' => 603.866 ]
['x' => 269.208,'y' => 603.962 ]
['x' => 269.205,'y' => 604.036 ]
['x' => 269.168,'y' => 604.121 ]
['x' => 269.097,'y' => 604.198 ]
['x' => 268.809,'y' => 604.567 ]
['x' => 268.535,'y' => 605.008 ]
['x' => 268.503,'y' => 605.102 ]
['x' => 268.487,'y' => 605.166 ]
['x' => 268.522,'y' => 605.536 ]
['x' => 268.364,'y' => 606.096 ]
['x' => 268.348,'y' => 606.154 ]
['x' => 268.384,'y' => 606.386 ]
['x' => 268.384,'y' => 606.425 ]
['x' => 268.393,'y' => 606.470 ]
['x' => 268.429,'y' => 606.486 ]
['x' => 268.503,'y' => 606.496 ]
['x' => 268.596,'y' => 606.537 ]
['x' => 268.677,'y' => 606.611 ]
['x' => 268.719,'y' => 606.660 ]
['x' => 268.738,'y' => 606.702 ]
['x' => 268.735,'y' => 606.740 ]
['x' => 268.654,'y' => 606.850 ]
['x' => 268.554,'y' => 606.978 ]
['x' => 268.535,'y' => 607.020 ]
['x' => 268.532,'y' => 607.069 ]
['x' => 268.570,'y' => 607.094 ]
['x' => 268.699,'y' => 607.172 ]
['x' => 268.715,'y' => 607.204 ]
['x' => 268.741,'y' => 607.307 ]
['x' => 268.770,'y' => 607.400 ]
['x' => 268.841,'y' => 607.503 ]
['x' => 268.851,'y' => 607.561 ]
['x' => 268.860,'y' => 607.616 ]
['x' => 268.889,'y' => 607.674 ]
['x' => 268.863,'y' => 607.793 ]
['x' => 268.870,'y' => 607.838 ]
['x' => 268.973,'y' => 608.028 ]
['x' => 268.979,'y' => 608.102 ]
['x' => 268.809,'y' => 609.100 ]
['x' => 268.760,'y' => 609.254 ]
['x' => 268.670,'y' => 609.364 ]
['x' => 268.381,'y' => 609.724 ]
['x' => 268.236,'y' => 610.007 ]
['x' => 268.126,'y' => 610.101 ]
['x' => 267.914,'y' => 610.217 ]
['x' => 267.878,'y' => 610.255 ]
['x' => 267.640,'y' => 610.506 ]
['x' => 267.489,'y' => 610.741 ]
['x' => 267.302,'y' => 611.066 ]
['x' => 267.245,'y' => 611.203 ]
['x' => 267.235,'y' => 611.289 ]
['x' => 267.212,'y' => 611.427 ]
['x' => 267.125,'y' => 611.768 ]
['x' => 267.058,'y' => 611.987 ]
['x' => 267.074,'y' => 612.119 ]
['x' => 267.093,'y' => 612.351 ]
['x' => 267.144,'y' => 612.538 ]
['x' => 267.215,'y' => 612.602 ]
['x' => 267.325,'y' => 612.647 ]
['x' => 267.444,'y' => 612.724 ]
['x' => 267.801,'y' => 612.966 ]
['x' => 268.023,'y' => 613.100 ]
['x' => 268.651,'y' => 613.338 ]
['x' => 268.874,'y' => 613.420 ]
['x' => 268.972,'y' => 613.415 ]
['x' => 269.085,'y' => 613.398 ]
['x' => 269.134,'y' => 613.408 ]
['x' => 269.452,'y' => 613.335 ]
['x' => 269.525,'y' => 613.340 ]
['x' => 269.608,'y' => 613.330 ]
['x' => 269.834,'y' => 613.222 ]
['x' => 269.897,'y' => 613.188 ]
['x' => 270.010,'y' => 613.178 ]
['x' => 270.034,'y' => 613.078 ]
['x' => 270.078,'y' => 613.014 ]
['x' => 270.245,'y' => 612.953 ]
['x' => 270.372,'y' => 612.953 ]
['x' => 270.445,'y' => 612.987 ]
['x' => 270.543,'y' => 612.933 ]
['x' => 270.607,'y' => 612.928 ]
['x' => 270.646,'y' => 612.899 ]
['x' => 270.818,'y' => 612.742 ]
['x' => 270.881,'y' => 612.723 ]
['x' => 270.945,'y' => 612.737 ]
['x' => 271.108,'y' => 612.590 ]
['x' => 271.210,'y' => 612.520 ]
['x' => 271.341,'y' => 612.419 ]
['x' => 271.420,'y' => 612.390 ]
['x' => 271.508,'y' => 612.390 ]
['x' => 271.615,'y' => 612.419 ]
['x' => 271.684,'y' => 612.473 ]
['x' => 271.904,'y' => 612.679 ]
['x' => 271.978,'y' => 612.826 ]
['x' => 272.018,'y' => 612.929 ]
['x' => 272.032,'y' => 613.012 ]
['x' => 272.056,'y' => 613.124 ]
['x' => 272.061,'y' => 613.207 ]
['x' => 272.071,'y' => 613.286 ]
['x' => 272.076,'y' => 613.325 ]
['x' => 272.051,'y' => 613.379 ]
['x' => 272.041,'y' => 613.423 ]
['x' => 272.100,'y' => 613.467 ]
['x' => 272.159,'y' => 613.530 ]
['x' => 272.188,'y' => 613.594 ]
['x' => 272.218,'y' => 613.658 ]
['x' => 272.232,'y' => 613.716 ]
['x' => 272.252,'y' => 613.800 ]
['x' => 272.286,'y' => 613.878 ]
['x' => 272.301,'y' => 613.951 ]
['x' => 272.301,'y' => 614.000 ]
['x' => 272.281,'y' => 614.098 ]
['x' => 272.296,'y' => 614.177 ]
['x' => 272.355,'y' => 614.267 ]
['x' => 272.467,'y' => 614.372 ]
['x' => 272.580,'y' => 614.470 ]
['x' => 272.912,'y' => 614.666 ]
['x' => 273.158,'y' => 614.822 ]
['x' => 273.344,'y' => 614.891 ]
['x' => 273.485,'y' => 614.948 ]
['x' => 273.652,'y' => 614.979 ]
['x' => 273.833,'y' => 615.028 ]
['x' => 273.975,'y' => 615.087 ]
['x' => 274.028,'y' => 615.079 ]
['x' => 274.033,'y' => 614.932 ]
['x' => 273.956,'y' => 614.699 ]
['x' => 273.952,'y' => 614.474 ]
['x' => 274.026,'y' => 614.268 ]
['x' => 274.181,'y' => 613.695 ]
['x' => 274.013,'y' => 613.136 ]
['x' => 273.534,'y' => 611.849 ]
['x' => 272.989,'y' => 610.973 ]
['x' => 272.227,'y' => 609.787 ]
['x' => 271.843,'y' => 609.403 ]
['x' => 271.733,'y' => 609.409 ]
['x' => 271.733,'y' => 609.227 ]
['x' => 271.449,'y' => 608.261 ]
['x' => 271.267,'y' => 606.955 ]
['x' => 271.119,'y' => 605.910 ]
['x' => 271.403,'y' => 605.398 ]
['x' => 271.676,'y' => 604.944 ]
['x' => 272.233,'y' => 604.433 ]
['x' => 273.051,'y' => 603.115 ]
['x' => 273.676,'y' => 601.706 ]
['x' => 274.323,'y' => 600.763 ]
['x' => 274.664,'y' => 600.376 ]
['x' => 274.982,'y' => 599.513 ]
['x' => 275.403,'y' => 598.899 ]
['x' => 275.652,'y' => 598.525 ]
['x' => 275.664,'y' => 597.934 ]
['x' => 275.527,'y' => 596.945 ]
['x' => 275.505,'y' => 596.229 ]
['x' => 275.777,'y' => 595.741 ]
['x' => 276.124,'y' => 595.690 ]
['x' => 277.010,'y' => 595.644 ]
['x' => 277.453,'y' => 595.576 ]
['x' => 277.726,'y' => 595.326 ]
['x' => 277.749,'y' => 594.997 ]
['x' => 277.612,'y' => 594.167 ]
['x' => 277.431,'y' => 593.236 ]
['x' => 277.181,'y' => 592.611 ]
['x' => 277.120,'y' => 592.101 ]
['x' => 277.665,'y' => 589.556 ]
['x' => 278.256,'y' => 588.670 ]
['x' => 280.028,'y' => 587.647 ]
['x' => 280.664,'y' => 586.875 ]
['x' => 280.664,'y' => 585.648 ]
['x' => 280.392,'y' => 583.830 ]
['x' => 280.301,'y' => 582.580 ]
['x' => 280.575,'y' => 582.064 ]
['x' => 281.073,'y' => 581.148 ]
['x' => 281.711,'y' => 580.087 ]
['x' => 282.097,'y' => 578.575 ]
['x' => 282.937,'y' => 577.149 ]
['x' => 283.761,'y' => 576.615 ]
['x' => 285.763,'y' => 576.314 ]
['x' => 286.290,'y' => 575.813 ]
['x' => 287.388,'y' => 574.389 ]
['x' => 289.026,'y' => 572.774 ]
['x' => 290.687,'y' => 571.368 ]
['x' => 292.487,'y' => 570.024 ]
['x' => 294.578,'y' => 568.755 ]
['x' => 295.929,'y' => 568.226 ]
['x' => 294.442,'y' => 568.147 ]
['x' => 292.645,'y' => 566.786 ]
['x' => 290.198,'y' => 564.564 ]
['x' => 284.369,'y' => 558.017 ]
['x' => 277.562,'y' => 551.688 ]
['x' => 273.253,'y' => 547.594 ]
['x' => 271.415,'y' => 545.656 ]
['x' => 270.330,'y' => 544.680 ]
['x' => 268.656,'y' => 542.868 ]
['x' => 268.119,'y' => 542.224 ]
['x' => 264.147,'y' => 540.040 ]
['x' => 261.602,'y' => 538.854 ]
['x' => 260.309,'y' => 537.760 ]
['x' => 257.334,'y' => 535.027 ]
['x' => 253.864,'y' => 533.504 ]
['x' => 251.242,'y' => 532.698 ]
['x' => 248.400,'y' => 532.427 ]
['x' => 246.432,'y' => 532.532 ]
['x' => 244.849,'y' => 532.823 ]
['x' => 243.369,'y' => 533.057 ]
['x' => 242.279,'y' => 533.358 ]
['x' => 241.334,'y' => 533.482 ]
['x' => 240.398,'y' => 533.320 ]
['x' => 239.432,'y' => 532.945 ]
['x' => 237.500,'y' => 531.848 ]
['x' => 236.159,'y' => 530.650 ]
['x' => 234.839,'y' => 529.856 ]
['x' => 233.473,'y' => 528.819 ]
['x' => 232.661,'y' => 528.144 ]
['x' => 231.433,'y' => 526.560 ]
['x' => 230.152,'y' => 525.171 ]
['x' => 228.593,'y' => 522.606 ]
['x' => 227.653,'y' => 520.614 ]
['x' => 226.290,'y' => 517.319 ]
['x' => 225.465,'y' => 514.508 ]
['x' => 224.552,'y' => 512.664 ]
['x' => 224.222,'y' => 511.971 ]
['x' => 224.186,'y' => 510.834 ]
['x' => 223.965,'y' => 508.910 ]
['x' => 223.965,'y' => 508.161 ]
['x' => 223.239,'y' => 507.699 ]
['x' => 221.772,'y' => 506.711 ]
['x' => 220.503,'y' => 506.204 ]
['x' => 219.847,'y' => 505.970 ]
['x' => 219.474,'y' => 506.081 ]
['x' => 219.472,'y' => 506.268 ]
['x' => 219.416,'y' => 506.404 ]
['x' => 219.524,'y' => 506.662 ]
['x' => 219.241,'y' => 506.816 ]
['x' => 219.136,'y' => 507.004 ]
['x' => 219.124,'y' => 507.105 ]
['x' => 219.250,'y' => 507.270 ]
['x' => 219.105,'y' => 507.197 ]
['x' => 219.116,'y' => 507.254 ]
['x' => 219.220,'y' => 507.363 ]
['x' => 219.239,'y' => 507.449 ]
['x' => 219.221,'y' => 507.516 ]
['x' => 219.155,'y' => 507.648 ]
['x' => 219.193,'y' => 507.686 ]
['x' => 219.333,'y' => 507.609 ]
['x' => 219.359,'y' => 507.648 ]
['x' => 219.320,'y' => 507.699 ]
['x' => 219.295,'y' => 507.737 ]
['x' => 219.269,'y' => 507.775 ]
['x' => 219.257,'y' => 508.030 ]
['x' => 219.295,'y' => 508.082 ]
['x' => 219.295,'y' => 508.171 ]
['x' => 219.397,'y' => 508.235 ]
['x' => 219.397,'y' => 508.273 ]
['x' => 219.346,'y' => 508.311 ]
['x' => 219.308,'y' => 508.337 ]
['x' => 219.282,'y' => 508.388 ]
['x' => 219.257,'y' => 508.413 ]
['x' => 219.244,'y' => 508.464 ]
['x' => 219.180,'y' => 508.528 ]
['x' => 219.155,'y' => 508.554 ]
['x' => 219.129,'y' => 508.630 ]
['x' => 219.091,'y' => 508.656 ]
['x' => 219.052,'y' => 508.681 ]
['x' => 219.014,'y' => 508.707 ]
['x' => 218.989,'y' => 508.835 ]
['x' => 218.887,'y' => 508.937 ]
['x' => 218.848,'y' => 508.975 ]
['x' => 218.810,'y' => 509.039 ]
['x' => 218.784,'y' => 509.077 ]
['x' => 218.772,'y' => 509.243 ]
['x' => 218.721,'y' => 509.294 ]
['x' => 218.695,'y' => 509.409 ]
['x' => 218.682,'y' => 509.447 ]
['x' => 218.618,'y' => 509.511 ]
['x' => 218.593,'y' => 509.588 ]
['x' => 218.542,'y' => 509.651 ]
['x' => 218.504,'y' => 509.690 ]
['x' => 218.491,'y' => 509.766 ]
['x' => 218.478,'y' => 509.805 ]
['x' => 218.427,'y' => 509.971 ]
['x' => 218.406,'y' => 510.111 ]
['x' => 218.363,'y' => 510.136 ]
['x' => 218.325,'y' => 510.162 ]
['x' => 218.299,'y' => 510.226 ]
['x' => 218.287,'y' => 510.302 ]
['x' => 218.299,'y' => 510.417 ]
['x' => 218.414,'y' => 510.583 ]
['x' => 218.427,'y' => 510.673 ]
['x' => 218.567,'y' => 510.890 ]
['x' => 218.687,'y' => 511.059 ]
['x' => 218.723,'y' => 511.126 ]
['x' => 218.631,'y' => 511.107 ]
['x' => 218.580,'y' => 511.132 ]
['x' => 218.555,'y' => 511.107 ]
['x' => 218.465,'y' => 511.132 ]
['x' => 218.257,'y' => 511.142 ]
['x' => 218.231,'y' => 511.168 ]
['x' => 218.231,'y' => 511.231 ]
['x' => 218.167,'y' => 511.257 ]
['x' => 218.129,'y' => 511.282 ]
['x' => 218.116,'y' => 511.321 ]
['x' => 218.065,'y' => 511.372 ]
['x' => 218.014,'y' => 511.410 ]
['x' => 217.988,'y' => 511.435 ]
['x' => 217.976,'y' => 511.525 ]
['x' => 218.014,'y' => 511.589 ]
['x' => 217.976,'y' => 511.614 ]
['x' => 217.950,'y' => 511.652 ]
['x' => 217.963,'y' => 511.793 ]
['x' => 217.988,'y' => 511.818 ]
['x' => 217.992,'y' => 511.995 ]
['x' => 218.066,'y' => 512.026 ]
['x' => 218.203,'y' => 512.094 ]
['x' => 218.312,'y' => 512.089 ]
['x' => 218.338,'y' => 512.064 ]
['x' => 218.376,'y' => 512.064 ]
['x' => 218.401,'y' => 512.230 ]
['x' => 218.453,'y' => 512.217 ]
['x' => 218.529,'y' => 512.179 ]
['x' => 218.542,'y' => 512.230 ]
['x' => 218.542,'y' => 512.281 ]
['x' => 218.465,'y' => 512.345 ]
['x' => 218.440,'y' => 512.370 ]
['x' => 218.440,'y' => 512.434 ]
['x' => 218.504,'y' => 512.434 ]
['x' => 218.478,'y' => 512.472 ]
['x' => 218.516,'y' => 512.498 ]
['x' => 218.504,'y' => 512.536 ]
['x' => 218.299,'y' => 512.638 ]
['x' => 218.274,'y' => 512.677 ]
['x' => 218.236,'y' => 512.830 ]
['x' => 218.223,'y' => 512.894 ]
['x' => 218.172,'y' => 513.021 ]
['x' => 218.159,'y' => 513.072 ]
['x' => 218.121,'y' => 513.110 ]
['x' => 218.108,'y' => 513.149 ]
['x' => 218.057,'y' => 513.187 ]
['x' => 218.070,'y' => 513.379 ]
['x' => 218.146,'y' => 513.468 ]
['x' => 218.185,'y' => 513.583 ]
['x' => 218.172,'y' => 513.787 ]
['x' => 218.159,'y' => 513.927 ]
['x' => 218.185,'y' => 513.991 ]
['x' => 218.159,'y' => 514.017 ]
['x' => 218.133,'y' => 514.081 ]
['x' => 218.108,'y' => 514.106 ]
['x' => 218.057,'y' => 514.144 ]
['x' => 218.008,'y' => 514.212 ]
['x' => 218.002,'y' => 514.299 ]
['x' => 218.006,'y' => 514.425 ]
['x' => 217.980,'y' => 514.464 ]
['x' => 218.006,'y' => 514.553 ]
['x' => 217.968,'y' => 514.617 ]
['x' => 217.955,'y' => 514.655 ]
['x' => 217.942,'y' => 514.693 ]
['x' => 217.904,'y' => 514.719 ]
['x' => 217.878,'y' => 514.757 ]
['x' => 217.865,'y' => 514.847 ]
['x' => 217.891,'y' => 514.910 ]
['x' => 217.829,'y' => 514.978 ]
['x' => 217.865,'y' => 515.000 ]
['x' => 217.840,'y' => 515.051 ]
['x' => 217.827,'y' => 515.102 ]
['x' => 217.836,'y' => 515.195 ]
['x' => 217.904,'y' => 515.332 ]
['x' => 217.878,'y' => 515.370 ]
['x' => 217.904,'y' => 515.485 ]
['x' => 217.942,'y' => 515.510 ]
['x' => 217.942,'y' => 515.600 ]
['x' => 218.070,'y' => 515.689 ]
['x' => 218.070,'y' => 515.817 ]
['x' => 218.057,'y' => 515.880 ]
['x' => 218.146,'y' => 516.034 ]
['x' => 218.159,'y' => 516.148 ]
['x' => 218.192,'y' => 516.170 ]
['x' => 218.236,'y' => 516.148 ]
['x' => 218.236,'y' => 516.263 ]
['x' => 218.261,'y' => 516.302 ]
['x' => 218.248,'y' => 516.391 ]
['x' => 218.197,'y' => 516.429 ]
['x' => 218.223,'y' => 516.531 ]
['x' => 218.197,'y' => 516.570 ]
['x' => 218.197,'y' => 516.621 ]
['x' => 218.274,'y' => 516.710 ]
['x' => 218.248,'y' => 516.863 ]
['x' => 218.223,'y' => 516.914 ]
['x' => 218.210,'y' => 516.953 ]
['x' => 218.197,'y' => 516.991 ]
['x' => 218.172,'y' => 517.118 ]
['x' => 218.146,'y' => 517.170 ]
['x' => 218.133,'y' => 517.208 ]
['x' => 218.108,'y' => 517.233 ]
['x' => 218.108,'y' => 517.425 ]
['x' => 218.095,'y' => 517.552 ]
['x' => 218.070,'y' => 517.591 ]
['x' => 218.146,'y' => 517.642 ]
['x' => 218.172,'y' => 517.731 ]
['x' => 218.236,'y' => 517.782 ]
['x' => 218.236,'y' => 517.833 ]
['x' => 218.261,'y' => 517.961 ]
['x' => 218.261,'y' => 518.012 ]
['x' => 218.287,'y' => 518.050 ]
['x' => 218.350,'y' => 518.025 ]
['x' => 218.389,'y' => 518.089 ]
['x' => 218.389,'y' => 518.140 ]
['x' => 218.427,'y' => 518.165 ]
['x' => 218.427,'y' => 518.229 ]
['x' => 218.451,'y' => 518.253 ]
['x' => 218.440,'y' => 518.318 ]
['x' => 218.491,'y' => 518.369 ]
['x' => 218.465,'y' => 518.408 ]
['x' => 218.465,'y' => 518.471 ]
['x' => 218.644,'y' => 518.612 ]
['x' => 218.708,'y' => 518.612 ]
['x' => 218.721,'y' => 518.561 ]
['x' => 218.772,'y' => 518.561 ]
['x' => 218.925,'y' => 518.676 ]
['x' => 218.976,'y' => 518.842 ]
['x' => 218.989,'y' => 519.110 ]
['x' => 218.938,'y' => 519.148 ]
['x' => 218.950,'y' => 519.263 ]
['x' => 218.925,'y' => 519.301 ]
['x' => 218.912,'y' => 519.339 ]
['x' => 218.887,'y' => 519.390 ]
['x' => 218.887,'y' => 519.569 ]
['x' => 218.861,'y' => 519.620 ]
['x' => 218.912,'y' => 519.837 ]
['x' => 218.899,'y' => 520.016 ]
['x' => 218.938,'y' => 520.105 ]
['x' => 218.989,'y' => 520.131 ]
['x' => 219.025,'y' => 520.386 ]
['x' => 219.076,'y' => 520.412 ]
['x' => 219.115,'y' => 520.526 ]
['x' => 219.180,'y' => 520.578 ]
['x' => 219.204,'y' => 520.665 ]
['x' => 219.242,'y' => 520.743 ]
['x' => 219.308,'y' => 520.820 ]
['x' => 219.499,'y' => 520.935 ]
['x' => 219.576,'y' => 520.960 ]
['x' => 219.716,'y' => 520.935 ]
['x' => 219.716,'y' => 520.973 ]
['x' => 219.742,'y' => 521.012 ]
['x' => 219.806,'y' => 520.999 ]
['x' => 219.818,'y' => 520.960 ]
['x' => 219.857,'y' => 520.935 ]
['x' => 219.979,'y' => 520.972 ]
['x' => 220.023,'y' => 520.948 ]
['x' => 220.176,'y' => 520.948 ]
['x' => 220.227,'y' => 520.909 ]
['x' => 220.329,'y' => 520.884 ]
['x' => 220.354,'y' => 520.960 ]
['x' => 220.610,'y' => 521.012 ]
['x' => 220.655,'y' => 521.245 ]
['x' => 220.916,'y' => 521.497 ]
['x' => 220.903,'y' => 521.573 ]
['x' => 220.891,'y' => 521.611 ]
['x' => 220.865,'y' => 521.650 ]
['x' => 220.827,'y' => 521.739 ]
['x' => 220.814,'y' => 521.777 ]
['x' => 220.763,'y' => 521.816 ]
['x' => 220.737,'y' => 521.867 ]
['x' => 220.712,'y' => 521.905 ]
['x' => 220.699,'y' => 521.956 ]
['x' => 220.648,'y' => 521.982 ]
['x' => 220.622,'y' => 522.058 ]
['x' => 220.584,'y' => 522.084 ]
['x' => 220.559,'y' => 522.186 ]
['x' => 220.533,'y' => 522.211 ]
['x' => 220.520,'y' => 522.262 ]
['x' => 220.469,'y' => 522.275 ]
['x' => 220.431,'y' => 522.416 ]
['x' => 220.405,'y' => 522.454 ]
['x' => 220.380,'y' => 522.492 ]
['x' => 220.404,'y' => 522.658 ]
['x' => 220.374,'y' => 522.707 ]
['x' => 220.353,'y' => 522.749 ]
['x' => 220.313,'y' => 522.842 ]
['x' => 220.303,'y' => 522.990 ]
['x' => 220.303,'y' => 523.054 ]
['x' => 220.265,'y' => 523.092 ]
['x' => 220.265,'y' => 523.194 ]
['x' => 220.291,'y' => 523.245 ]
['x' => 220.278,'y' => 523.360 ]
['x' => 220.303,'y' => 523.398 ]
['x' => 220.361,'y' => 523.542 ]
['x' => 220.444,'y' => 523.705 ]
['x' => 220.487,'y' => 523.828 ]
['x' => 220.533,'y' => 523.930 ]
['x' => 220.584,'y' => 524.011 ]
['x' => 220.622,'y' => 524.088 ]
['x' => 220.635,'y' => 524.279 ]
['x' => 220.686,'y' => 524.343 ]
['x' => 220.776,'y' => 524.585 ]
['x' => 220.954,'y' => 524.739 ]
['x' => 220.942,'y' => 524.841 ]
['x' => 221.082,'y' => 524.956 ]
['x' => 221.149,'y' => 525.009 ]
['x' => 221.224,'y' => 525.059 ]
['x' => 221.237,'y' => 525.135 ]
['x' => 221.300,'y' => 525.186 ]
['x' => 221.313,'y' => 525.250 ]
['x' => 221.348,'y' => 525.301 ]
['x' => 221.380,'y' => 525.341 ]
['x' => 221.377,'y' => 525.444 ]
['x' => 221.439,'y' => 525.581 ]
['x' => 221.452,'y' => 525.632 ]
['x' => 221.514,'y' => 525.682 ]
['x' => 221.538,'y' => 525.814 ]
['x' => 221.724,'y' => 526.097 ]
['x' => 221.707,'y' => 526.270 ]
