x,y
['x' => 187.844,'y' => 274.665 ]
['x' => 187.857,'y' => 274.703 ]
['x' => 187.883,'y' => 274.741 ]
['x' => 187.895,'y' => 274.805 ]
['x' => 187.857,'y' => 274.831 ]
['x' => 187.870,'y' => 274.882 ]
['x' => 187.832,'y' => 274.958 ]
['x' => 187.704,'y' => 274.984 ]
['x' => 187.576,'y' => 275.124 ]
['x' => 187.359,'y' => 275.265 ]
['x' => 187.257,'y' => 275.277 ]
['x' => 187.184,'y' => 275.317 ]
['x' => 186.925,'y' => 275.456 ]
['x' => 186.849,'y' => 275.456 ]
['x' => 186.632,'y' => 275.635 ]
['x' => 186.427,'y' => 275.686 ]
['x' => 186.389,'y' => 275.763 ]
['x' => 186.198,'y' => 275.941 ]
['x' => 186.083,'y' => 275.980 ]
['x' => 185.840,'y' => 276.171 ]
['x' => 185.725,'y' => 276.414 ]
['x' => 185.611,'y' => 276.388 ]
['x' => 185.483,'y' => 276.477 ]
['x' => 185.330,'y' => 276.503 ]
['x' => 185.228,'y' => 276.605 ]
['x' => 185.189,'y' => 276.605 ]
['x' => 185.151,'y' => 276.567 ]
['x' => 184.972,'y' => 276.720 ]
['x' => 184.870,'y' => 276.694 ]
['x' => 184.806,'y' => 276.656 ]
['x' => 184.781,'y' => 276.631 ]
['x' => 184.681,'y' => 276.707 ]
['x' => 184.653,'y' => 276.636 ]
['x' => 184.551,'y' => 276.747 ]
['x' => 184.616,'y' => 276.849 ]
['x' => 184.601,'y' => 276.907 ]
['x' => 184.505,'y' => 276.930 ]
['x' => 184.428,'y' => 276.948 ]
['x' => 184.370,'y' => 277.056 ]
['x' => 184.301,'y' => 277.005 ]
['x' => 184.253,'y' => 277.059 ]
['x' => 184.188,'y' => 277.199 ]
['x' => 184.158,'y' => 277.440 ]
['x' => 184.123,'y' => 277.531 ]
['x' => 184.081,'y' => 277.564 ]
['x' => 184.050,'y' => 277.558 ]
['x' => 183.962,'y' => 277.522 ]
['x' => 183.965,'y' => 277.580 ]
['x' => 184.022,'y' => 277.656 ]
['x' => 184.026,'y' => 277.735 ]
['x' => 184.000,'y' => 277.880 ]
['x' => 183.961,'y' => 278.116 ]
['x' => 183.947,'y' => 278.249 ]
['x' => 183.988,'y' => 278.508 ]
['x' => 183.992,'y' => 278.588 ]
['x' => 183.987,'y' => 278.681 ]
['x' => 183.967,'y' => 278.743 ]
['x' => 183.931,'y' => 278.817 ]
['x' => 183.881,'y' => 278.880 ]
['x' => 183.847,'y' => 278.896 ]
['x' => 183.781,'y' => 278.905 ]
['x' => 183.734,'y' => 278.891 ]
['x' => 183.674,'y' => 278.823 ]
['x' => 183.666,'y' => 278.815 ]
['x' => 183.665,'y' => 278.815 ]
['x' => 183.548,'y' => 278.815 ]
['x' => 183.481,'y' => 278.848 ]
['x' => 183.426,'y' => 278.952 ]
['x' => 183.385,'y' => 279.013 ]
['x' => 183.308,'y' => 279.063 ]
['x' => 183.171,'y' => 279.108 ]
['x' => 183.101,'y' => 279.119 ]
['x' => 183.016,'y' => 279.116 ]
['x' => 182.962,'y' => 279.095 ]
['x' => 182.882,'y' => 278.985 ]
['x' => 182.892,'y' => 278.662 ]
['x' => 182.921,'y' => 278.570 ]
['x' => 182.963,'y' => 278.485 ]
['x' => 182.974,'y' => 278.424 ]
['x' => 182.975,'y' => 278.307 ]
['x' => 182.949,'y' => 278.185 ]
['x' => 182.882,'y' => 277.997 ]
['x' => 182.819,'y' => 277.919 ]
['x' => 182.773,'y' => 277.788 ]
['x' => 182.765,'y' => 277.666 ]
['x' => 182.711,'y' => 277.678 ]
['x' => 182.675,'y' => 277.637 ]
['x' => 182.635,'y' => 277.660 ]
['x' => 182.467,'y' => 277.690 ]
['x' => 182.390,'y' => 277.703 ]
['x' => 182.307,'y' => 277.784 ]
['x' => 182.204,'y' => 277.802 ]
['x' => 182.032,'y' => 277.857 ]
['x' => 181.928,'y' => 277.940 ]
['x' => 181.882,'y' => 277.940 ]
['x' => 181.836,'y' => 277.894 ]
['x' => 181.745,'y' => 277.894 ]
['x' => 181.515,'y' => 277.664 ]
['x' => 181.515,'y' => 277.572 ]
['x' => 181.423,'y' => 277.480 ]
['x' => 181.377,'y' => 277.389 ]
['x' => 181.331,'y' => 277.343 ]
['x' => 181.239,'y' => 277.343 ]
['x' => 181.147,'y' => 277.251 ]
['x' => 181.147,'y' => 277.067 ]
['x' => 180.963,'y' => 276.883 ]
['x' => 180.918,'y' => 276.791 ]
['x' => 180.734,'y' => 276.607 ]
['x' => 180.688,'y' => 276.607 ]
['x' => 180.596,'y' => 276.561 ]
['x' => 180.504,'y' => 276.470 ]
['x' => 180.504,'y' => 276.378 ]
['x' => 180.412,'y' => 276.286 ]
['x' => 180.479,'y' => 276.094 ]
['x' => 180.441,'y' => 276.056 ]
['x' => 180.390,'y' => 276.018 ]
['x' => 180.352,'y' => 275.992 ]
['x' => 180.250,'y' => 276.031 ]
['x' => 180.211,'y' => 275.980 ]
['x' => 180.173,'y' => 275.954 ]
['x' => 180.173,'y' => 275.877 ]
['x' => 180.160,'y' => 275.839 ]
['x' => 180.058,'y' => 275.839 ]
['x' => 180.045,'y' => 275.916 ]
['x' => 180.084,'y' => 275.929 ]
['x' => 180.109,'y' => 275.954 ]
['x' => 180.109,'y' => 276.005 ]
['x' => 179.931,'y' => 276.031 ]
['x' => 179.931,'y' => 276.158 ]
['x' => 179.828,'y' => 276.222 ]
['x' => 179.675,'y' => 276.465 ]
['x' => 179.560,'y' => 276.528 ]
['x' => 179.382,'y' => 276.503 ]
['x' => 179.190,'y' => 276.643 ]
['x' => 179.114,'y' => 276.631 ]
['x' => 178.986,'y' => 276.592 ]
['x' => 178.909,'y' => 276.554 ]
['x' => 178.718,'y' => 276.618 ]
['x' => 178.705,'y' => 276.614 ]
['x' => 178.629,'y' => 276.592 ]
['x' => 178.450,'y' => 276.592 ]
['x' => 178.284,'y' => 276.784 ]
['x' => 178.220,'y' => 276.975 ]
['x' => 178.131,'y' => 277.103 ]
['x' => 178.144,'y' => 277.154 ]
['x' => 178.118,'y' => 277.230 ]
['x' => 178.041,'y' => 277.358 ]
['x' => 177.939,'y' => 277.333 ]
['x' => 177.748,'y' => 277.333 ]
['x' => 177.544,'y' => 277.269 ]
['x' => 177.505,'y' => 277.243 ]
['x' => 177.429,'y' => 277.243 ]
['x' => 177.365,'y' => 277.269 ]
['x' => 177.365,'y' => 277.307 ]
['x' => 177.314,'y' => 277.371 ]
['x' => 177.365,'y' => 277.409 ]
['x' => 177.416,'y' => 277.422 ]
['x' => 177.365,'y' => 277.447 ]
['x' => 177.199,'y' => 277.435 ]
['x' => 177.135,'y' => 277.473 ]
['x' => 177.135,'y' => 277.511 ]
['x' => 177.237,'y' => 277.524 ]
['x' => 177.301,'y' => 277.524 ]
['x' => 177.314,'y' => 277.562 ]
['x' => 177.237,'y' => 277.613 ]
['x' => 177.110,'y' => 277.601 ]
['x' => 177.071,'y' => 277.588 ]
['x' => 177.033,'y' => 277.562 ]
['x' => 176.931,'y' => 277.524 ]
['x' => 176.905,'y' => 277.435 ]
['x' => 176.727,'y' => 277.396 ]
['x' => 176.650,'y' => 277.384 ]
['x' => 176.612,'y' => 277.345 ]
['x' => 176.510,'y' => 277.333 ]
['x' => 176.331,'y' => 277.307 ]
['x' => 176.152,'y' => 277.320 ]
['x' => 176.114,'y' => 277.281 ]
['x' => 175.999,'y' => 277.243 ]
['x' => 175.642,'y' => 277.282 ]
['x' => 175.615,'y' => 277.307 ]
['x' => 175.259,'y' => 277.639 ]
['x' => 175.131,'y' => 277.843 ]
['x' => 175.106,'y' => 277.958 ]
['x' => 175.004,'y' => 278.086 ]
['x' => 174.889,'y' => 278.149 ]
['x' => 174.863,'y' => 278.264 ]
['x' => 174.736,'y' => 278.366 ]
['x' => 174.710,'y' => 278.443 ]
['x' => 174.723,'y' => 278.571 ]
['x' => 174.634,'y' => 278.698 ]
['x' => 174.621,'y' => 278.851 ]
['x' => 174.570,'y' => 278.903 ]
['x' => 174.570,'y' => 278.979 ]
['x' => 174.530,'y' => 278.997 ]
['x' => 174.530,'y' => 279.089 ]
['x' => 174.484,'y' => 279.135 ]
['x' => 174.484,'y' => 279.227 ]
['x' => 174.377,'y' => 279.293 ]
['x' => 174.380,'y' => 279.428 ]
['x' => 174.378,'y' => 279.466 ]
['x' => 174.356,'y' => 279.495 ]
['x' => 174.318,'y' => 279.532 ]
['x' => 174.243,'y' => 279.562 ]
['x' => 174.227,'y' => 279.612 ]
['x' => 174.207,'y' => 279.652 ]
['x' => 174.164,'y' => 279.687 ]
['x' => 174.057,'y' => 279.729 ]
['x' => 174.009,'y' => 279.737 ]
['x' => 173.918,'y' => 279.739 ]
['x' => 173.869,'y' => 279.724 ]
['x' => 173.827,'y' => 279.699 ]
['x' => 173.746,'y' => 279.687 ]
['x' => 173.710,'y' => 279.695 ]
['x' => 173.683,'y' => 279.723 ]
['x' => 173.675,'y' => 279.788 ]
['x' => 173.647,'y' => 279.879 ]
['x' => 173.610,'y' => 279.895 ]
['x' => 173.552,'y' => 279.895 ]
['x' => 173.486,'y' => 279.893 ]
['x' => 173.439,'y' => 279.891 ]
['x' => 173.334,'y' => 279.931 ]
['x' => 173.212,'y' => 279.940 ]
['x' => 173.172,'y' => 279.931 ]
['x' => 173.123,'y' => 279.897 ]
['x' => 173.089,'y' => 279.873 ]
['x' => 173.047,'y' => 279.887 ]
['x' => 173.061,'y' => 279.927 ]
['x' => 173.119,'y' => 279.990 ]
['x' => 173.160,'y' => 280.022 ]
['x' => 173.200,'y' => 280.049 ]
['x' => 173.226,'y' => 280.073 ]
['x' => 173.332,'y' => 280.101 ]
['x' => 173.423,'y' => 280.103 ]
['x' => 173.503,'y' => 280.073 ]
['x' => 173.606,'y' => 280.022 ]
['x' => 173.685,'y' => 279.958 ]
['x' => 173.760,'y' => 279.960 ]
['x' => 173.796,'y' => 279.972 ]
['x' => 173.841,'y' => 280.026 ]
['x' => 173.900,'y' => 280.057 ]
['x' => 173.954,'y' => 280.043 ]
['x' => 174.021,'y' => 280.026 ]
['x' => 174.126,'y' => 280.026 ]
['x' => 174.184,'y' => 280.069 ]
['x' => 174.193,'y' => 280.121 ]
['x' => 174.201,'y' => 280.176 ]
['x' => 174.229,'y' => 280.228 ]
['x' => 174.262,'y' => 280.231 ]
['x' => 174.305,'y' => 280.196 ]
['x' => 174.338,'y' => 280.167 ]
['x' => 174.441,'y' => 280.063 ]
['x' => 174.473,'y' => 280.039 ]
['x' => 174.512,'y' => 280.014 ]
['x' => 174.548,'y' => 280.006 ]
['x' => 174.585,'y' => 280.002 ]
['x' => 174.704,'y' => 279.994 ]
['x' => 174.813,'y' => 280.000 ]
['x' => 174.856,'y' => 280.012 ]
['x' => 174.902,'y' => 280.041 ]
['x' => 174.965,'y' => 280.099 ]
['x' => 175.062,'y' => 280.208 ]
['x' => 175.149,'y' => 280.273 ]
['x' => 175.181,'y' => 280.294 ]
['x' => 175.225,'y' => 280.340 ]
['x' => 175.262,'y' => 280.408 ]
['x' => 175.312,'y' => 280.465 ]
['x' => 175.526,'y' => 280.613 ]
['x' => 175.720,'y' => 280.803 ]
['x' => 175.756,'y' => 280.821 ]
['x' => 175.796,'y' => 280.862 ]
['x' => 175.828,'y' => 280.914 ]
['x' => 175.854,'y' => 281.025 ]
['x' => 175.870,'y' => 281.096 ]
['x' => 175.894,'y' => 281.132 ]
['x' => 175.977,'y' => 281.219 ]
['x' => 176.033,'y' => 281.273 ]
['x' => 176.111,'y' => 281.350 ]
['x' => 176.116,'y' => 281.400 ]
['x' => 176.111,'y' => 281.451 ]
['x' => 176.119,'y' => 281.532 ]
['x' => 176.145,'y' => 281.567 ]
['x' => 176.155,'y' => 281.613 ]
['x' => 176.131,'y' => 281.661 ]
['x' => 176.082,'y' => 281.698 ]
['x' => 176.040,'y' => 281.714 ]
['x' => 175.933,'y' => 281.720 ]
['x' => 175.927,'y' => 281.795 ]
['x' => 175.935,'y' => 281.894 ]
['x' => 175.923,'y' => 281.957 ]
['x' => 175.844,'y' => 282.043 ]
['x' => 175.716,'y' => 282.076 ]
['x' => 175.686,'y' => 282.098 ]
['x' => 175.640,'y' => 282.165 ]
['x' => 175.605,'y' => 282.215 ]
['x' => 175.551,'y' => 282.238 ]
['x' => 175.494,'y' => 282.231 ]
['x' => 175.434,'y' => 282.199 ]
['x' => 175.399,'y' => 282.183 ]
['x' => 175.300,'y' => 282.188 ]
['x' => 175.253,'y' => 282.210 ]
['x' => 175.225,'y' => 282.248 ]
['x' => 175.237,'y' => 282.324 ]
['x' => 175.254,'y' => 282.419 ]
['x' => 175.256,'y' => 282.517 ]
['x' => 175.260,'y' => 282.533 ]
['x' => 175.264,'y' => 282.549 ]
['x' => 175.294,'y' => 282.615 ]
['x' => 175.301,'y' => 282.653 ]
['x' => 175.294,'y' => 282.692 ]
['x' => 175.246,'y' => 282.747 ]
['x' => 175.175,'y' => 282.786 ]
['x' => 175.143,'y' => 282.796 ]
['x' => 175.110,'y' => 282.818 ]
['x' => 175.094,'y' => 282.854 ]
['x' => 175.114,'y' => 282.919 ]
['x' => 175.183,'y' => 282.979 ]
['x' => 175.276,'y' => 283.078 ]
['x' => 175.381,'y' => 283.161 ]
['x' => 175.472,'y' => 283.242 ]
['x' => 175.514,'y' => 283.299 ]
['x' => 175.524,'y' => 283.361 ]
['x' => 175.480,'y' => 283.454 ]
['x' => 175.335,'y' => 283.484 ]
['x' => 175.189,'y' => 283.479 ]
['x' => 175.050,'y' => 283.440 ]
['x' => 174.906,'y' => 283.353 ]
['x' => 174.845,'y' => 283.321 ]
['x' => 174.760,'y' => 283.317 ]
['x' => 174.665,'y' => 283.361 ]
['x' => 174.611,'y' => 283.351 ]
['x' => 174.546,'y' => 283.325 ]
['x' => 174.480,'y' => 283.349 ]
['x' => 174.446,'y' => 283.383 ]
['x' => 174.397,'y' => 283.432 ]
['x' => 174.383,'y' => 283.521 ]
['x' => 174.397,'y' => 283.611 ]
['x' => 174.399,'y' => 283.648 ]
['x' => 174.364,'y' => 283.705 ]
['x' => 174.237,'y' => 283.780 ]
['x' => 174.154,'y' => 283.810 ]
['x' => 174.085,'y' => 283.806 ]
['x' => 174.024,'y' => 283.770 ]
['x' => 174.023,'y' => 283.739 ]
['x' => 173.980,'y' => 283.658 ]
['x' => 173.938,'y' => 283.630 ]
['x' => 173.885,'y' => 283.656 ]
['x' => 173.813,'y' => 283.705 ]
['x' => 173.764,'y' => 283.766 ]
['x' => 173.714,'y' => 283.814 ]
['x' => 173.612,'y' => 283.881 ]
['x' => 173.551,'y' => 283.903 ]
['x' => 173.510,'y' => 283.912 ]
['x' => 173.473,'y' => 283.949 ]
['x' => 173.283,'y' => 284.123 ]
['x' => 173.237,'y' => 284.145 ]
['x' => 173.180,'y' => 284.147 ]
['x' => 173.118,'y' => 284.148 ]
['x' => 173.087,'y' => 284.139 ]
['x' => 173.028,'y' => 284.162 ]
['x' => 173.008,'y' => 284.194 ]
['x' => 172.992,'y' => 284.243 ]
['x' => 172.966,'y' => 284.290 ]
['x' => 172.871,'y' => 284.372 ]
['x' => 172.739,'y' => 284.416 ]
['x' => 172.479,'y' => 284.439 ]
['x' => 172.434,'y' => 284.455 ]
['x' => 172.388,'y' => 284.443 ]
['x' => 172.159,'y' => 284.404 ]
['x' => 172.121,'y' => 284.410 ]
['x' => 172.044,'y' => 284.465 ]
['x' => 172.006,'y' => 284.511 ]
['x' => 171.929,'y' => 284.521 ]
['x' => 171.894,'y' => 284.542 ]
['x' => 171.860,'y' => 284.584 ]
['x' => 171.862,'y' => 284.754 ]
['x' => 171.860,'y' => 284.808 ]
['x' => 171.890,'y' => 284.914 ]
['x' => 171.890,'y' => 284.958 ]
['x' => 171.866,'y' => 285.023 ]
['x' => 171.771,'y' => 285.146 ]
['x' => 171.751,'y' => 285.174 ]
['x' => 171.757,'y' => 285.302 ]
['x' => 171.725,'y' => 285.350 ]
['x' => 171.705,'y' => 285.415 ]
['x' => 171.672,'y' => 285.445 ]
['x' => 171.597,'y' => 285.483 ]
['x' => 171.533,'y' => 285.496 ]
['x' => 171.496,'y' => 285.490 ]
['x' => 171.428,'y' => 285.568 ]
['x' => 171.403,'y' => 285.655 ]
['x' => 171.363,'y' => 285.773 ]
['x' => 171.286,'y' => 285.938 ]
['x' => 171.260,'y' => 285.960 ]
['x' => 171.161,'y' => 286.031 ]
['x' => 171.033,'y' => 286.074 ]
['x' => 170.821,'y' => 286.076 ]
['x' => 170.732,'y' => 286.053 ]
['x' => 170.694,'y' => 286.041 ]
['x' => 170.652,'y' => 286.041 ]
['x' => 170.605,'y' => 286.064 ]
['x' => 170.563,'y' => 286.098 ]
['x' => 170.520,'y' => 286.104 ]
['x' => 170.415,'y' => 286.116 ]
['x' => 170.362,'y' => 286.130 ]
['x' => 170.326,'y' => 286.142 ]
['x' => 170.270,'y' => 286.205 ]
['x' => 170.233,'y' => 286.284 ]
['x' => 170.207,'y' => 286.343 ]
['x' => 170.158,'y' => 286.454 ]
['x' => 170.096,'y' => 286.559 ]
['x' => 170.055,'y' => 286.633 ]
['x' => 170.019,'y' => 286.698 ]
['x' => 169.898,'y' => 286.947 ]
['x' => 169.849,'y' => 286.977 ]
['x' => 169.776,'y' => 286.983 ]
['x' => 169.699,'y' => 286.995 ]
['x' => 169.671,'y' => 287.048 ]
['x' => 169.663,'y' => 287.111 ]
['x' => 169.689,'y' => 287.155 ]
['x' => 169.748,'y' => 287.236 ]
['x' => 169.780,'y' => 287.290 ]
